plot,field,year,date,score,flight_date,image_filename,signed_days_diff,_abs_path
5362,C10,2025,7/20/25,2.5,7/21/25,20250721_C10_05362.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250721_C10_05362.jpg
5622,C10,2025,7/11/25,4.5,7/11/25,20250711_C10_05622.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250711_C10_05622.jpg
7414,G3,2023,7/26/23,8.0,7/27/23,20230727_G3_07414.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_07414.jpg
4344,C10,2025,7/19/25,2.0,7/18/25,20250718_C10_04344.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C10_04344.jpg
8091,G3,2023,7/20/23,8.0,7/20/23,20230720_G3_08091.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_08091.jpg
3151,G3,2023,7/26/23,3.0,7/27/23,20230727_G3_03151.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_03151.jpg
7336,G3,2023,7/26/23,7.0,7/27/23,20230727_G3_07336.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_07336.jpg
559,C7B,2025,7/18/25,4.0,7/18/25,20250718_C7B_00559.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_00559.jpg
7377,G3,2023,7/20/23,8.0,7/20/23,20230720_G3_07377.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_07377.jpg
4381,C10,2025,7/19/25,3.0,7/18/25,20250718_C10_04381.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C10_04381.jpg
7535,G3,2023,7/26/23,6.0,7/27/23,20230727_G3_07535.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_07535.jpg
2807,C7B,2025,7/8/25,6.5,7/7/25,20250707_C7B_02807.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250707_C7B_02807.jpg
10007,I3B,2023,7/12/23,5.0,7/13/23,20230713_I3B_10007.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_10007.jpg
11022,I3B,2023,7/12/23,7.0,7/13/23,20230713_I3B_11022.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_11022.jpg
8032,G3,2023,7/26/23,5.0,7/27/23,20230727_G3_08032.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_08032.jpg
7311,G3,2023,7/20/23,7.0,7/20/23,20230720_G3_07311.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_07311.jpg
7324,G3,2023,7/26/23,7.5,7/27/23,20230727_G3_07324.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_07324.jpg
3067,G3,2023,7/26/23,8.0,7/27/23,20230727_G3_03067.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_03067.jpg
3066,G3,2023,7/26/23,7.5,7/27/23,20230727_G3_03066.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_03066.jpg
11157,I3B,2023,7/12/23,6.5,7/13/23,20230713_I3B_11157.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_11157.jpg
8009,G3,2023,7/26/23,7.5,7/27/23,20230727_G3_08009.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_08009.jpg
10796,I3B,2023,7/19/23,6.5,7/20/23,20230720_I3B_10796.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_I3B_10796.jpg
10971,I3B,2023,7/19/23,5.5,7/20/23,20230720_I3B_10971.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_I3B_10971.jpg
5752,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_05752.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250711_C10_05752.jpg
4039,C10,2025,6/30/25,7.5,6/28/25,20250628_C10_04039.jpg,-2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250628_C10_04039.jpg
4565,C10,2025,7/2/25,5.5,7/4/25,20250704_C10_04565.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250704_C10_04565.jpg
7208,G3,2023,7/26/23,4.0,7/27/23,20230727_G3_07208.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_07208.jpg
10404,I3B,2023,7/25/23,4.0,7/27/23,20230727_I3B_10404.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_I3B_10404.jpg
60,C7B,2025,7/4/25,7.0,7/4/25,20250704_C7B_00060.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250704_C7B_00060.jpg
1295,C7B,2025,7/10/25,4.0,7/10/25,20250710_C7B_01295.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250710_C7B_01295.jpg
1379,C7B,2025,7/18/25,2.0,7/18/25,20250718_C7B_01379.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_01379.jpg
9632,I3B,2023,7/12/23,6.5,7/13/23,20230713_I3B_09632.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_09632.jpg
11327,I3B,2023,7/19/23,5.0,7/20/23,20230720_I3B_11327.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_I3B_11327.jpg
768,C7B,2025,7/10/25,7.5,7/10/25,20250710_C7B_00768.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250710_C7B_00768.jpg
4140,C10,2025,7/7/25,6.0,7/7/25,20250707_C10_04140.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250707_C10_04140.jpg
4753,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_04753.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250711_C10_04753.jpg
9574,I3B,2023,7/12/23,6.5,7/13/23,20230713_I3B_09574.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_09574.jpg
3078,G3,2023,7/26/23,8.0,7/27/23,20230727_G3_03078.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_03078.jpg
6773,C10,2025,7/18/25,8.0,7/18/25,20250718_C10_06773.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C10_06773.jpg
8064,G3,2023,7/19/23,5.5,7/20/23,20230720_G3_08064.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_08064.jpg
10952,I3B,2023,7/19/23,6.5,7/20/23,20230720_I3B_10952.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_I3B_10952.jpg
1830,C7B,2025,7/19/25,2.0,7/18/25,20250718_C7B_01830.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_01830.jpg
7334,G3,2023,7/20/23,6.5,7/20/23,20230720_G3_07334.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_07334.jpg
4532,C10,2025,7/11/25,6.0,7/11/25,20250711_C10_04532.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250711_C10_04532.jpg
6027,C10,2025,7/11/25,7.0,7/11/25,20250711_C10_06027.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250711_C10_06027.jpg
5459,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_05459.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250711_C10_05459.jpg
1810,C7B,2025,7/1/25,6.5,7/1/25,20250701_C7B_01810.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250701_C7B_01810.jpg
3019,G3,2023,7/26/23,7.5,7/27/23,20230727_G3_03019.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_03019.jpg
3045,G3,2023,7/26/23,8.0,7/27/23,20230727_G3_03045.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_03045.jpg
139,C7B,2025,7/18/25,6.5,7/18/25,20250718_C7B_00139.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_00139.jpg
