plot,field,year,date,score,flight_date,image_filename
6671,C10,2025,6/30/25,6.5,6/28/25,20250628_C10_06671.jpg
1902,C7B,2025,7/1/25,6.0,7/1/25,20250701_C7B_01902.jpg
212,C7B,2025,6/30/25,6.0,7/1/25,20250701_C7B_00212.jpg
3690,C6B,2024,7/30/24,5.0,8/2/24,20240802_C6B_03690.jpg
4318,C10,2025,7/19/25,1.5,7/18/25,20250718_C10_04318.jpg
5561,B7A,2024,7/27/24,8.5,7/27/24,20240727_B7A_05561.jpg
5214,C10,2025,7/2/25,5.5,7/4/25,20250704_C10_05214.jpg
4837,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_04837.jpg
167,C7B,2025,7/4/25,6.5,7/4/25,20250704_C7B_00167.jpg
111,C6B,2024,7/19/24,8.0,7/18/24,20240718_C6B_00111.jpg
2711,C7B,2025,7/18/25,2.0,7/18/25,20250718_C7B_02711.jpg
2728,C7B,2025,7/13/25,7.5,7/12/25,20250712_C7B_02728.jpg
5384,C10,2025,7/20/25,4.0,7/21/25,20250721_C10_05384.jpg
1851,C6B,2024,7/19/24,8.0,7/18/24,20240718_C6B_01851.jpg
4402,C10,2025,7/7/25,5.5,7/7/25,20250707_C10_04402.jpg
3958,B7A,2024,7/30/24,5.5,7/27/24,20240727_B7A_03958.jpg
2862,C6B,2024,7/15/24,7.0,7/18/24,20240718_C6B_02862.jpg
5660,C10,2025,7/8/25,4.5,7/7/25,20250707_C10_05660.jpg
5446,C10,2025,7/11/25,5.5,7/11/25,20250711_C10_05446.jpg
5885,C10,2025,7/19/25,3.0,7/18/25,20250718_C10_05885.jpg
5026,C10,2025,7/20/25,2.5,7/21/25,20250721_C10_05026.jpg
897,C7B,2025,7/18/25,2.5,7/18/25,20250718_C7B_00897.jpg
183,C6B,2024,7/19/24,7.5,7/18/24,20240718_C6B_00183.jpg
1153,C7B,2025,7/1/25,7.0,7/1/25,20250701_C7B_01153.jpg
5541,C10,2025,7/11/25,3.5,7/11/25,20250711_C10_05541.jpg
4387,B7A,2024,7/30/24,3.5,7/27/24,20240727_B7A_04387.jpg
5450,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_05450.jpg
4400,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_04400.jpg
3911,B7A,2024,7/15/24,7.0,7/16/24,20240716_B7A_03911.jpg
209,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_00209.jpg
2699,C6B,2024,7/15/24,8.5,7/18/24,20240718_C6B_02699.jpg
3587,C6B,2024,7/15/24,8.5,7/18/24,20240718_C6B_03587.jpg
1393,C7B,2025,7/10/25,4.0,7/10/25,20250710_C7B_01393.jpg
1795,C6B,2024,7/29/24,4.0,7/26/24,20240726_C6B_01795.jpg
1854,C7B,2025,7/1/25,5.5,7/1/25,20250701_C7B_01854.jpg
3564,C6B,2024,7/15/24,8.5,7/18/24,20240718_C6B_03564.jpg
2839,C6B,2024,7/15/24,8.0,7/18/24,20240718_C6B_02839.jpg
5018,C6B,2024,7/18/24,6.0,7/18/24,20240718_C6B_05018.jpg
4928,C10,2025,7/11/25,3.5,7/11/25,20250711_C10_04928.jpg
1815,C7B,2025,7/10/25,7.5,7/10/25,20250710_C7B_01815.jpg
5041,C10,2025,7/20/25,1.5,7/21/25,20250721_C10_05041.jpg
1439,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_01439.jpg
6648,C10,2025,7/18/25,6.5,7/18/25,20250718_C10_06648.jpg
6693,C10,2025,7/8/25,7.5,7/7/25,20250707_C10_06693.jpg
1754,C7B,2025,7/19/25,4.0,7/18/25,20250718_C7B_01754.jpg
4096,C10,2025,7/19/25,3.0,7/18/25,20250718_C10_04096.jpg
5544,C10,2025,7/11/25,7.0,7/11/25,20250711_C10_05544.jpg
4788,C10,2025,7/2/25,7.0,7/4/25,20250704_C10_04788.jpg
1294,C7B,2025,7/1/25,6.0,7/1/25,20250701_C7B_01294.jpg
1492,C7B,2025,7/1/25,5.5,7/1/25,20250701_C7B_01492.jpg
5655,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_05655.jpg
3724,C6B,2024,7/15/24,8.5,7/18/24,20240718_C6B_03724.jpg
4272,C10,2025,7/19/25,2.0,7/18/25,20250718_C10_04272.jpg
445,C7B,2025,7/10/25,7.0,7/10/25,20250710_C7B_00445.jpg
4557,C10,2025,7/20/25,2.0,7/21/25,20250721_C10_04557.jpg
5918,C10,2025,7/19/25,1.5,7/18/25,20250718_C10_05918.jpg
2666,C7B,2025,7/18/25,7.5,7/18/25,20250718_C7B_02666.jpg
1924,C7B,2025,7/1/25,6.0,7/1/25,20250701_C7B_01924.jpg
813,C6B,2024,7/29/24,6.0,7/26/24,20240726_C6B_00813.jpg
3881,B7A,2024,7/15/24,8.0,7/16/24,20240716_B7A_03881.jpg
1349,C7B,2025,7/1/25,6.5,7/1/25,20250701_C7B_01349.jpg
1618,C7B,2025,7/1/25,5.5,7/1/25,20250701_C7B_01618.jpg
1204,C6B,2024,7/29/24,7.0,7/26/24,20240726_C6B_01204.jpg
4002,B7A,2024,7/15/24,6.0,7/16/24,20240716_B7A_04002.jpg
976,C7B,2025,7/10/25,5.5,7/10/25,20250710_C7B_00976.jpg
6799,C10,2025,7/14/25,5.0,7/14/25,20250714_C10_06799.jpg
4457,B7A,2024,7/15/24,8.0,7/16/24,20240716_B7A_04457.jpg
1171,C7B,2025,7/1/25,7.0,7/1/25,20250701_C7B_01171.jpg
2642,C7B,2025,6/30/25,7.5,7/1/25,20250701_C7B_02642.jpg
5676,C10,2025,7/11/25,8.0,7/11/25,20250711_C10_05676.jpg
881,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_00881.jpg
1777,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_01777.jpg
6838,C10,2025,7/3/25,7.5,7/4/25,20250704_C10_06838.jpg
1372,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_01372.jpg
4674,C10,2025,7/2/25,5.5,7/4/25,20250704_C10_04674.jpg
4611,C10,2025,7/2/25,5.5,7/4/25,20250704_C10_04611.jpg
5698,C10,2025,7/11/25,7.0,7/11/25,20250711_C10_05698.jpg
102,C7B,2025,7/10/25,7.0,7/10/25,20250710_C7B_00102.jpg
1015,C7B,2025,7/1/25,5.0,7/1/25,20250701_C7B_01015.jpg
572,C7B,2025,7/10/25,4.5,7/10/25,20250710_C7B_00572.jpg
554,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_00554.jpg
6832,C10,2025,7/8/25,8.0,7/7/25,20250707_C10_06832.jpg
3205,C6B,2024,7/15/24,8.5,7/18/24,20240718_C6B_03205.jpg
2850,C7B,2025,7/18/25,6.0,7/18/25,20250718_C7B_02850.jpg
94,C7B,2025,7/10/25,6.0,7/10/25,20250710_C7B_00094.jpg
444,C7B,2025,7/18/25,5.0,7/18/25,20250718_C7B_00444.jpg
5310,C10,2025,7/20/25,2.0,7/21/25,20250721_C10_05310.jpg
1353,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_01353.jpg
1170,C7B,2025,7/1/25,6.5,7/1/25,20250701_C7B_01170.jpg
2030,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_02030.jpg
2959,C6B,2024,7/30/24,5.0,8/2/24,20240802_C6B_02959.jpg
348,C7B,2025,6/30/25,7.5,7/1/25,20250701_C7B_00348.jpg
5003,C10,2025,7/2/25,4.5,7/4/25,20250704_C10_05003.jpg
1736,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_01736.jpg
4799,C10,2025,7/2/25,6.0,7/4/25,20250704_C10_04799.jpg
1333,C7B,2025,7/1/25,5.0,7/1/25,20250701_C7B_01333.jpg
5024,C6B,2024,7/27/24,6.0,7/26/24,20240726_C6B_05024.jpg
4368,C10,2025,7/7/25,5.0,7/7/25,20250707_C10_04368.jpg
1759,C6B,2024,7/29/24,2.5,7/26/24,20240726_C6B_01759.jpg
4087,B7A,2024,7/15/24,8.0,7/16/24,20240716_B7A_04087.jpg
2847,C7B,2025,6/30/25,8.0,7/1/25,20250701_C7B_02847.jpg
4528,B7A,2024,7/30/24,1.5,7/27/24,20240727_B7A_04528.jpg
6712,C10,2025,6/30/25,6.5,6/28/25,20250628_C10_06712.jpg
1543,C7B,2025,7/10/25,4.5,7/10/25,20250710_C7B_01543.jpg
4092,C10,2025,7/7/25,5.5,7/7/25,20250707_C10_04092.jpg
6648,C10,2025,7/14/25,7.5,7/14/25,20250714_C10_06648.jpg
4569,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_04569.jpg
4232,C10,2025,7/19/25,3.0,7/18/25,20250718_C10_04232.jpg
2042,C6B,2024,7/29/24,1.5,7/26/24,20240726_C6B_02042.jpg
327,C7B,2025,6/30/25,8.0,7/1/25,20250701_C7B_00327.jpg
2662,C7B,2025,6/30/25,5.0,7/1/25,20250701_C7B_02662.jpg
4090,C10,2025,7/7/25,5.5,7/7/25,20250707_C10_04090.jpg
5773,C10,2025,7/19/25,4.0,7/18/25,20250718_C10_05773.jpg
5032,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_05032.jpg
3362,C6B,2024,7/30/24,2.0,8/2/24,20240802_C6B_03362.jpg
159,C7B,2025,7/4/25,4.0,7/4/25,20250704_C7B_00159.jpg
519,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_00519.jpg
4107,B7A,2024,7/30/24,4.0,7/27/24,20240727_B7A_04107.jpg
1775,C7B,2025,7/1/25,5.0,7/1/25,20250701_C7B_01775.jpg
6713,C10,2025,7/18/25,6.0,7/18/25,20250718_C10_06713.jpg
2832,C7B,2025,7/13/25,7.5,7/12/25,20250712_C7B_02832.jpg
4783,C10,2025,7/20/25,3.0,7/21/25,20250721_C10_04783.jpg
999,C7B,2025,7/18/25,2.5,7/18/25,20250718_C7B_00999.jpg
4242,C10,2025,7/7/25,3.5,7/7/25,20250707_C10_04242.jpg
1807,C7B,2025,7/10/25,6.0,7/10/25,20250710_C7B_01807.jpg
4319,C10,2025,7/19/25,2.0,7/18/25,20250718_C10_04319.jpg
5246,C10,2025,7/2/25,6.0,7/4/25,20250704_C10_05246.jpg
3095,C6B,2024,7/30/24,3.0,8/2/24,20240802_C6B_03095.jpg
4060,C10,2025,7/7/25,6.0,7/7/25,20250707_C10_04060.jpg
4375,C10,2025,7/19/25,1.5,7/18/25,20250718_C10_04375.jpg
2765,C7B,2025,7/18/25,7.5,7/18/25,20250718_C7B_02765.jpg
4006,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_04006.jpg
1400,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_01400.jpg
1936,C6B,2024,7/29/24,4.0,7/26/24,20240726_C6B_01936.jpg
5513,B7A,2024,7/27/24,5.0,7/27/24,20240727_B7A_05513.jpg
4423,B7A,2024,7/15/24,8.5,7/16/24,20240716_B7A_04423.jpg
5031,C6B,2024,7/18/24,8.0,7/18/24,20240718_C6B_05031.jpg
814,C6B,2024,7/19/24,6.5,7/18/24,20240718_C6B_00814.jpg
443,C7B,2025,6/30/25,7.5,7/1/25,20250701_C7B_00443.jpg
1285,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_01285.jpg
1601,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_01601.jpg
62,C7B,2025,7/4/25,8.0,7/4/25,20250704_C7B_00062.jpg
1659,C7B,2025,7/1/25,5.5,7/1/25,20250701_C7B_01659.jpg
5054,C6B,2024,7/1/24,7.0,7/3/24,20240703_C6B_05054.jpg
5018,C10,2025,7/2/25,6.0,7/4/25,20250704_C10_05018.jpg
4969,C10,2025,7/20/25,2.5,7/21/25,20250721_C10_04969.jpg
4604,B7A,2024,7/30/24,2.0,7/27/24,20240727_B7A_04604.jpg
852,C6B,2024,7/19/24,7.0,7/18/24,20240718_C6B_00852.jpg
4572,B7A,2024,7/15/24,8.0,7/16/24,20240716_B7A_04572.jpg
1341,C7B,2025,7/10/25,4.0,7/10/25,20250710_C7B_01341.jpg
1657,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_01657.jpg
4505,C10,2025,7/2/25,5.5,7/4/25,20250704_C10_04505.jpg
261,C7B,2025,6/30/25,5.0,7/1/25,20250701_C7B_00261.jpg
4704,C10,2025,7/20/25,2.5,7/21/25,20250721_C10_04704.jpg
3550,C6B,2024,7/30/24,3.0,8/2/24,20240802_C6B_03550.jpg
904,C6B,2024,7/29/24,4.0,7/26/24,20240726_C6B_00904.jpg
3100,C6B,2024,7/30/24,1.5,8/2/24,20240802_C6B_03100.jpg
3859,B7A,2024,7/15/24,8.5,7/16/24,20240716_B7A_03859.jpg
489,C6B,2024,7/19/24,8.0,7/18/24,20240718_C6B_00489.jpg
711,C6B,2024,7/29/24,5.0,7/26/24,20240726_C6B_00711.jpg
878,C7B,2025,7/10/25,5.5,7/10/25,20250710_C7B_00878.jpg
1806,C6B,2024,7/19/24,6.0,7/18/24,20240718_C6B_01806.jpg
3227,C6B,2024,7/15/24,8.5,7/18/24,20240718_C6B_03227.jpg
1818,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_01818.jpg
4081,B7A,2024,7/30/24,4.0,7/27/24,20240727_B7A_04081.jpg
1579,C7B,2025,7/10/25,5.5,7/10/25,20250710_C7B_01579.jpg
5468,C10,2025,7/2/25,6.0,7/4/25,20250704_C10_05468.jpg
4708,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_04708.jpg
4823,C10,2025,7/2/25,7.0,7/4/25,20250704_C10_04823.jpg
341,C6B,2024,7/19/24,8.0,7/18/24,20240718_C6B_00341.jpg
4627,B7A,2024,7/15/24,6.0,7/16/24,20240716_B7A_04627.jpg
6010,C10,2025,7/2/25,7.0,7/4/25,20250704_C10_06010.jpg
4067,B7A,2024,7/15/24,7.0,7/16/24,20240716_B7A_04067.jpg
392,C7B,2025,7/4/25,5.0,7/4/25,20250704_C7B_00392.jpg
504,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_00504.jpg
4672,C10,2025,7/20/25,4.0,7/21/25,20250721_C10_04672.jpg
5946,C10,2025,7/2/25,6.0,7/4/25,20250704_C10_05946.jpg
5524,C10,2025,7/20/25,3.0,7/21/25,20250721_C10_05524.jpg
713,C6B,2024,7/19/24,7.0,7/18/24,20240718_C6B_00713.jpg
5777,C10,2025,7/8/25,5.0,7/7/25,20250707_C10_05777.jpg
4231,B7A,2024,7/30/24,2.5,7/27/24,20240727_B7A_04231.jpg
516,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_00516.jpg
840,C7B,2025,7/18/25,2.0,7/18/25,20250718_C7B_00840.jpg
586,C6B,2024,7/19/24,8.0,7/18/24,20240718_C6B_00586.jpg
4061,C10,2025,7/11/25,7.5,7/11/25,20250711_C10_04061.jpg
2034,C7B,2025,7/10/25,7.5,7/10/25,20250710_C7B_02034.jpg
5986,C10,2025,7/8/25,4.0,7/7/25,20250707_C10_05986.jpg
742,C7B,2025,7/10/25,6.0,7/10/25,20250710_C7B_00742.jpg
4975,C10,2025,7/20/25,4.0,7/21/25,20250721_C10_04975.jpg
2014,C6B,2024,7/29/24,2.0,7/26/24,20240726_C6B_02014.jpg
4613,C10,2025,7/11/25,3.5,7/11/25,20250711_C10_04613.jpg
3354,C6B,2024,7/30/24,1.0,8/2/24,20240802_C6B_03354.jpg
6845,C10,2025,7/3/25,7.5,7/4/25,20250704_C10_06845.jpg
1078,C7B,2025,7/1/25,7.0,7/1/25,20250701_C7B_01078.jpg
5071,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_05071.jpg
252,C7B,2025,7/4/25,7.0,7/4/25,20250704_C7B_00252.jpg
5573,C10,2025,7/20/25,2.5,7/21/25,20250721_C10_05573.jpg
5842,C10,2025,7/1/25,5.5,6/28/25,20250628_C10_05842.jpg
5062,C10,2025,7/20/25,2.5,7/21/25,20250721_C10_05062.jpg
4106,B7A,2024,7/30/24,1.5,7/27/24,20240727_B7A_04106.jpg
4138,B7A,2024,7/30/24,4.0,7/27/24,20240727_B7A_04138.jpg
6011,C10,2025,7/11/25,2.0,7/11/25,20250711_C10_06011.jpg
701,C7B,2025,7/18/25,2.0,7/18/25,20250718_C7B_00701.jpg
1235,C7B,2025,7/1/25,7.0,7/1/25,20250701_C7B_01235.jpg
1618,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01618.jpg
633,C7B,2025,7/10/25,7.0,7/10/25,20250710_C7B_00633.jpg
2707,C7B,2025,7/18/25,7.0,7/18/25,20250718_C7B_02707.jpg
4987,C10,2025,7/20/25,1.5,7/21/25,20250721_C10_04987.jpg
6812,C10,2025,7/3/25,8.0,7/4/25,20250704_C10_06812.jpg
3314,C6B,2024,7/30/24,4.0,8/2/24,20240802_C6B_03314.jpg
4388,B7A,2024,7/30/24,4.0,7/27/24,20240727_B7A_04388.jpg
147,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_00147.jpg
5294,C10,2025,7/2/25,6.0,7/4/25,20250704_C10_05294.jpg
1919,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_01919.jpg
3968,B7A,2024,7/30/24,2.5,7/27/24,20240727_B7A_03968.jpg
5667,C10,2025,7/19/25,5.0,7/18/25,20250718_C10_05667.jpg
861,C6B,2024,7/29/24,3.0,7/26/24,20240726_C6B_00861.jpg
4266,C10,2025,7/7/25,5.0,7/7/25,20250707_C10_04266.jpg
6744,C10,2025,7/8/25,7.5,7/7/25,20250707_C10_06744.jpg
4143,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_04143.jpg
657,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_00657.jpg
4503,B7A,2024,7/30/24,1.5,7/27/24,20240727_B7A_04503.jpg
5272,C10,2025,7/20/25,2.5,7/21/25,20250721_C10_05272.jpg
1329,C7B,2025,7/18/25,2.0,7/18/25,20250718_C7B_01329.jpg
5521,B7A,2024,7/27/24,3.5,7/27/24,20240727_B7A_05521.jpg
1064,C7B,2025,7/18/25,5.0,7/18/25,20250718_C7B_01064.jpg
2911,C6B,2024,7/30/24,3.0,8/2/24,20240802_C6B_02911.jpg
4241,C10,2025,7/19/25,1.5,7/18/25,20250718_C10_04241.jpg
6711,C10,2025,6/30/25,8.0,6/28/25,20250628_C10_06711.jpg
1866,C7B,2025,7/19/25,2.0,7/18/25,20250718_C7B_01866.jpg
1455,C7B,2025,7/18/25,4.0,7/18/25,20250718_C7B_01455.jpg
1037,C7B,2025,7/10/25,7.0,7/10/25,20250710_C7B_01037.jpg
4394,C10,2025,7/19/25,4.0,7/18/25,20250718_C10_04394.jpg
4491,C10,2025,7/2/25,6.5,7/4/25,20250704_C10_04491.jpg
4493,B7A,2024,7/15/24,8.5,7/16/24,20240716_B7A_04493.jpg
796,C7B,2025,6/30/25,7.0,7/1/25,20250701_C7B_00796.jpg
1772,C6B,2024,7/29/24,4.5,7/26/24,20240726_C6B_01772.jpg
962,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_00962.jpg
459,C7B,2025,7/4/25,7.0,7/4/25,20250704_C7B_00459.jpg
1844,C7B,2025,7/1/25,7.5,7/1/25,20250701_C7B_01844.jpg
2561,C6B,2024,7/1/24,9.0,7/3/24,20240703_C6B_02561.jpg
4441,B7A,2024,7/30/24,1.5,7/27/24,20240727_B7A_04441.jpg
1304,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_01304.jpg
2551,C6B,2024,7/18/24,7.5,7/18/24,20240718_C6B_02551.jpg
330,C7B,2025,7/10/25,6.0,7/10/25,20250710_C7B_00330.jpg
2017,C7B,2025,7/1/25,7.0,7/1/25,20250701_C7B_02017.jpg
3656,C6B,2024,7/15/24,8.5,7/18/24,20240718_C6B_03656.jpg
5718,C10,2025,7/8/25,5.0,7/7/25,20250707_C10_05718.jpg
3792,C6B,2024,7/30/24,4.5,8/2/24,20240802_C6B_03792.jpg
4464,B7A,2024,7/15/24,7.5,7/16/24,20240716_B7A_04464.jpg
3071,C6B,2024,7/30/24,1.0,8/2/24,20240802_C6B_03071.jpg
4254,C10,2025,7/7/25,4.5,7/7/25,20250707_C10_04254.jpg
4671,C10,2025,7/20/25,3.5,7/21/25,20250721_C10_04671.jpg
6698,C10,2025,7/14/25,7.5,7/14/25,20250714_C10_06698.jpg
1477,C7B,2025,7/1/25,6.0,7/1/25,20250701_C7B_01477.jpg
4135,B7A,2024,7/15/24,8.5,7/16/24,20240716_B7A_04135.jpg
438,C6B,2024,7/29/24,2.0,7/26/24,20240726_C6B_00438.jpg
442,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_00442.jpg
182,C7B,2025,6/30/25,7.0,7/1/25,20250701_C7B_00182.jpg
1731,C7B,2025,7/1/25,6.5,7/1/25,20250701_C7B_01731.jpg
4632,B7A,2024,7/15/24,8.0,7/16/24,20240716_B7A_04632.jpg
324,C7B,2025,6/30/25,7.5,7/1/25,20250701_C7B_00324.jpg
830,C7B,2025,7/10/25,4.0,7/10/25,20250710_C7B_00830.jpg
4094,C10,2025,6/30/25,7.5,6/28/25,20250628_C10_04094.jpg
320,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_00320.jpg
