plot,field,year,date,score,flight_date,image_filename,signed_days_diff
9621,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09621.jpg,1
9622,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09622.jpg,1
9623,I3B,2023,7/12/23,6.5,7/13/23,20230713_I3B_09623.jpg,1
9624,I3B,2023,7/12/23,6.5,7/13/23,20230713_I3B_09624.jpg,1
9625,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09625.jpg,1
9626,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09626.jpg,1
9627,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09627.jpg,1
9628,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09628.jpg,1
9629,I3B,2023,7/12/23,7,7/13/23,20230713_I3B_09629.jpg,1
9630,I3B,2023,7/12/23,7,7/13/23,20230713_I3B_09630.jpg,1
9631,I3B,2023,7/12/23,6.5,7/13/23,20230713_I3B_09631.jpg,1
9632,I3B,2023,7/12/23,6.5,7/13/23,20230713_I3B_09632.jpg,1
9633,I3B,2023,7/12/23,6.5,7/13/23,20230713_I3B_09633.jpg,1
9634,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09634.jpg,1
9635,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09635.jpg,1
9636,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09636.jpg,1
9637,I3B,2023,7/12/23,6.5,7/13/23,20230713_I3B_09637.jpg,1
9638,I3B,2023,7/12/23,7,7/13/23,20230713_I3B_09638.jpg,1
9639,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09639.jpg,1
9640,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09640.jpg,1
9642,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09642.jpg,1
9643,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09643.jpg,1
9644,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09644.jpg,1
9645,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09645.jpg,1
9646,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09646.jpg,1
9647,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09647.jpg,1
9648,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09648.jpg,1
9649,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09649.jpg,1
9650,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09650.jpg,1
9651,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09651.jpg,1
9652,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09652.jpg,1
9653,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09653.jpg,1
9654,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09654.jpg,1
9655,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09655.jpg,1
9656,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09656.jpg,1
9657,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09657.jpg,1
9658,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09658.jpg,1
9659,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09659.jpg,1
9660,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09660.jpg,1
9661,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09661.jpg,1
9662,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09662.jpg,1
9663,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09663.jpg,1
9664,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09664.jpg,1
9665,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09665.jpg,1
9666,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09666.jpg,1
9667,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09667.jpg,1
9668,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09668.jpg,1
9669,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09669.jpg,1
9670,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09670.jpg,1
9671,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09671.jpg,1
9672,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09672.jpg,1
9673,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09673.jpg,1
9674,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09674.jpg,1
9675,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09675.jpg,1
9676,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09676.jpg,1
9677,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09677.jpg,1
9678,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09678.jpg,1
9679,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09679.jpg,1
9680,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09680.jpg,1
9681,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09681.jpg,1
9682,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09682.jpg,1
9683,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09683.jpg,1
9684,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09684.jpg,1
9685,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09685.jpg,1
9686,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09686.jpg,1
9687,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09687.jpg,1
9688,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09688.jpg,1
9689,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09689.jpg,1
9690,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09690.jpg,1
9691,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09691.jpg,1
9692,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09692.jpg,1
9693,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09693.jpg,1
9694,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09694.jpg,1
9695,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09695.jpg,1
9696,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09696.jpg,1
9697,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09697.jpg,1
9698,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09698.jpg,1
9699,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09699.jpg,1
9700,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09700.jpg,1
9701,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09701.jpg,1
9702,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09702.jpg,1
9703,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09703.jpg,1
9704,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09704.jpg,1
9705,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09705.jpg,1
9706,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09706.jpg,1
9707,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09707.jpg,1
9708,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09708.jpg,1
9709,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09709.jpg,1
9710,I3B,2023,7/12/23,6.5,7/13/23,20230713_I3B_09710.jpg,1
9711,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09711.jpg,1
9712,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09712.jpg,1
9713,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09713.jpg,1
9714,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09714.jpg,1
9715,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09715.jpg,1
9716,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09716.jpg,1
9717,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09717.jpg,1
9718,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09718.jpg,1
9719,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09719.jpg,1
9720,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09720.jpg,1
9721,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09721.jpg,1
9722,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09722.jpg,1
9723,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09723.jpg,1
9724,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09724.jpg,1
9725,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09725.jpg,1
9726,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09726.jpg,1
9727,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09727.jpg,1
9728,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09728.jpg,1
9729,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09729.jpg,1
9730,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09730.jpg,1
9732,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09732.jpg,1
9733,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09733.jpg,1
9734,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09734.jpg,1
9735,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09735.jpg,1
9736,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09736.jpg,1
9737,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09737.jpg,1
9738,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09738.jpg,1
9739,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09739.jpg,1
9740,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09740.jpg,1
9741,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09741.jpg,1
9742,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09742.jpg,1
9743,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09743.jpg,1
9744,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09744.jpg,1
9745,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09745.jpg,1
9746,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09746.jpg,1
9747,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09747.jpg,1
9748,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09748.jpg,1
9749,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09749.jpg,1
9750,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09750.jpg,1
9751,I3B,2023,7/12/23,7,7/13/23,20230713_I3B_09751.jpg,1
9752,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09752.jpg,1
9753,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09753.jpg,1
9754,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09754.jpg,1
9755,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09755.jpg,1
9756,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09756.jpg,1
9757,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09757.jpg,1
9758,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09758.jpg,1
9759,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09759.jpg,1
9760,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09760.jpg,1
9761,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09761.jpg,1
9762,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09762.jpg,1
9763,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09763.jpg,1
9764,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09764.jpg,1
9765,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09765.jpg,1
9766,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09766.jpg,1
9767,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09767.jpg,1
9768,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09768.jpg,1
9769,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09769.jpg,1
9770,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09770.jpg,1
9771,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09771.jpg,1
9772,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09772.jpg,1
9773,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09773.jpg,1
9774,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09774.jpg,1
9775,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09775.jpg,1
9776,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09776.jpg,1
9777,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09777.jpg,1
9778,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09778.jpg,1
9779,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09779.jpg,1
9780,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09780.jpg,1
9781,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09781.jpg,1
9782,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09782.jpg,1
9783,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09783.jpg,1
9784,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09784.jpg,1
9785,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09785.jpg,1
9786,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09786.jpg,1
9787,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09787.jpg,1
9788,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09788.jpg,1
9789,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09789.jpg,1
9790,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09790.jpg,1
9791,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09791.jpg,1
9792,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09792.jpg,1
9793,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09793.jpg,1
9794,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09794.jpg,1
9795,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09795.jpg,1
9796,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09796.jpg,1
9797,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09797.jpg,1
9798,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09798.jpg,1
9799,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09799.jpg,1
9800,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09800.jpg,1
9801,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09801.jpg,1
9802,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09802.jpg,1
9803,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09803.jpg,1
9804,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09804.jpg,1
9805,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09805.jpg,1
9806,I3B,2023,7/12/23,7,7/13/23,20230713_I3B_09806.jpg,1
9807,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09807.jpg,1
9808,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09808.jpg,1
9809,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09809.jpg,1
9810,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09810.jpg,1
9811,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09811.jpg,1
9812,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09812.jpg,1
9813,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09813.jpg,1
9814,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09814.jpg,1
9815,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09815.jpg,1
9816,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09816.jpg,1
9817,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09817.jpg,1
9818,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09818.jpg,1
9819,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09819.jpg,1
9820,I3B,2023,7/12/23,6.5,7/13/23,20230713_I3B_09820.jpg,1
9821,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09821.jpg,1
9822,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09822.jpg,1
9823,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09823.jpg,1
9824,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09824.jpg,1
9825,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09825.jpg,1
9826,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09826.jpg,1
9827,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09827.jpg,1
9828,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09828.jpg,1
9829,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09829.jpg,1
9830,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09830.jpg,1
9831,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09831.jpg,1
9832,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09832.jpg,1
9833,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09833.jpg,1
9834,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09834.jpg,1
9835,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09835.jpg,1
9837,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09837.jpg,1
9838,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09838.jpg,1
9839,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09839.jpg,1
9840,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09840.jpg,1
9841,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09841.jpg,1
9842,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09842.jpg,1
9843,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09843.jpg,1
9844,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09844.jpg,1
9845,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09845.jpg,1
9846,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09846.jpg,1
9847,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09847.jpg,1
9848,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09848.jpg,1
9849,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09849.jpg,1
9850,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09850.jpg,1
9851,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09851.jpg,1
9852,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09852.jpg,1
9853,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09853.jpg,1
9854,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09854.jpg,1
9855,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09855.jpg,1
9856,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09856.jpg,1
9857,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09857.jpg,1
9858,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09858.jpg,1
9859,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09859.jpg,1
9860,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09860.jpg,1
9861,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09861.jpg,1
9862,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09862.jpg,1
9863,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09863.jpg,1
9864,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09864.jpg,1
9865,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09865.jpg,1
9866,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09866.jpg,1
9867,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09867.jpg,1
9868,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09868.jpg,1
9869,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09869.jpg,1
9870,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09870.jpg,1
9871,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09871.jpg,1
9872,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09872.jpg,1
9873,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09873.jpg,1
9874,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09874.jpg,1
9875,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09875.jpg,1
9876,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09876.jpg,1
9877,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09877.jpg,1
9878,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09878.jpg,1
9879,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09879.jpg,1
9880,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09880.jpg,1
9881,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09881.jpg,1
9882,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09882.jpg,1
9883,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09883.jpg,1
9884,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09884.jpg,1
9885,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09885.jpg,1
9886,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09886.jpg,1
9887,I3B,2023,7/12/23,4,7/13/23,20230713_I3B_09887.jpg,1
9888,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09888.jpg,1
9889,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09889.jpg,1
9890,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09890.jpg,1
9891,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09891.jpg,1
9892,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09892.jpg,1
9893,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09893.jpg,1
9894,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09894.jpg,1
9895,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09895.jpg,1
9896,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09896.jpg,1
9897,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09897.jpg,1
9898,I3B,2023,7/12/23,5,7/13/23,20230713_I3B_09898.jpg,1
9899,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09899.jpg,1
9900,I3B,2023,7/12/23,6,7/13/23,20230713_I3B_09900.jpg,1
9901,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09901.jpg,1
