plot,field,year,date,score,flight_date,image_filename,signed_days_diff,_abs_path
3370,C6B,2024,7/15/24,7.5,7/18/24,20240718_C6B_03370.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_03370.jpg
7448,G3,2023,7/20/23,7.5,7/20/23,20230720_G3_07448.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_07448.jpg
11161,I3B,2023,7/12/23,7.0,7/13/23,20230713_I3B_11161.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_11161.jpg
9752,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09752.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_09752.jpg
7395,G3,2023,7/20/23,7.5,7/20/23,20230720_G3_07395.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_07395.jpg
3476,C6B,2024,7/15/24,5.0,7/18/24,20240718_C6B_03476.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_03476.jpg
9927,I3B,2023,7/12/23,5.0,7/13/23,20230713_I3B_09927.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_09927.jpg
11270,I3B,2023,7/19/23,5.5,7/20/23,20230720_I3B_11270.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_I3B_11270.jpg
3008,C6B,2024,7/15/24,8.5,7/18/24,20240718_C6B_03008.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_03008.jpg
8029,G3,2023,7/19/23,5.5,7/20/23,20230720_G3_08029.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_08029.jpg
3040,G3,2023,7/19/23,7.5,7/20/23,20230720_G3_03040.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_03040.jpg
2116,C6B,2024,7/29/24,2.0,7/26/24,20240726_C6B_02116.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_02116.jpg
8079,G3,2023,7/20/23,7.5,7/20/23,20230720_G3_08079.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_08079.jpg
2715,C6B,2024,7/15/24,8.5,7/18/24,20240718_C6B_02715.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_02715.jpg
9957,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09957.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_09957.jpg
11025,I3B,2023,7/12/23,7.5,7/13/23,20230713_I3B_11025.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_11025.jpg
645,C6B,2024,7/19/24,7.0,7/18/24,20240718_C6B_00645.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_00645.jpg
10399,I3B,2023,7/25/23,4.0,7/27/23,20230727_I3B_10399.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_I3B_10399.jpg
9917,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09917.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_09917.jpg
11137,I3B,2023,7/12/23,7.5,7/13/23,20230713_I3B_11137.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_11137.jpg
1137,C6B,2024,7/29/24,5.0,7/26/24,20240726_C6B_01137.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_01137.jpg
7480,G3,2023,7/26/23,5.0,7/27/23,20230727_G3_07480.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_07480.jpg
7291,G3,2023,7/20/23,8.0,7/20/23,20230720_G3_07291.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_07291.jpg
11330,I3B,2023,7/19/23,7.0,7/20/23,20230720_I3B_11330.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_I3B_11330.jpg
11147,I3B,2023,7/12/23,7.0,7/13/23,20230713_I3B_11147.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_11147.jpg
1435,C6B,2024,7/29/24,7.0,7/26/24,20240726_C6B_01435.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_01435.jpg
2015,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_02015.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_02015.jpg
5562,B7A,2024,7/1/24,8.0,7/3/24,20240703_B7A_05562.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240703_B7A_05562.jpg
10405,I3B,2023,7/25/23,3.0,7/27/23,20230727_I3B_10405.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_I3B_10405.jpg
8110,G3,2023,7/20/23,7.5,7/20/23,20230720_G3_08110.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_08110.jpg
3359,C6B,2024,7/30/24,1.5,8/2/24,20240802_C6B_03359.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_03359.jpg
2599,C6B,2024,7/30/24,1.5,8/2/24,20240802_C6B_02599.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_02599.jpg
716,C6B,2024,7/29/24,5.0,7/26/24,20240726_C6B_00716.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_00716.jpg
3589,C6B,2024,7/30/24,3.0,8/2/24,20240802_C6B_03589.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_03589.jpg
4454,B7A,2024,7/15/24,7.5,7/16/24,20240716_B7A_04454.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240716_B7A_04454.jpg
9766,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09766.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_09766.jpg
11210,I3B,2023,7/19/23,7.0,7/20/23,20230720_I3B_11210.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_I3B_11210.jpg
4461,B7A,2024,7/30/24,1.5,7/27/24,20240727_B7A_04461.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240727_B7A_04461.jpg
1643,C6B,2024,7/29/24,5.0,7/26/24,20240726_C6B_01643.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_01643.jpg
3126,G3,2023,7/26/23,5.0,7/27/23,20230727_G3_03126.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_03126.jpg
1806,C6B,2024,7/19/24,6.0,7/18/24,20240718_C6B_01806.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_01806.jpg
7405,G3,2023,7/20/23,7.5,7/20/23,20230720_G3_07405.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_07405.jpg
2533,C6B,2024,7/1/24,7.5,7/3/24,20240703_C6B_02533.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240703_C6B_02533.jpg
3143,G3,2023,7/26/23,5.0,7/27/23,20230727_G3_03143.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_03143.jpg
10824,I3B,2023,7/19/23,6.0,7/20/23,20230720_I3B_10824.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_I3B_10824.jpg
509,C6B,2024,7/19/24,8.0,7/18/24,20240718_C6B_00509.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_00509.jpg
7520,G3,2023,7/26/23,5.5,7/27/23,20230727_G3_07520.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_07520.jpg
10852,I3B,2023,7/19/23,6.5,7/20/23,20230720_I3B_10852.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_I3B_10852.jpg
4624,B7A,2024,7/30/24,2.0,7/27/24,20240727_B7A_04624.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240727_B7A_04624.jpg
5041,C6B,2024,7/27/24,3.5,7/26/24,20240726_C6B_05041.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_05041.jpg
11279,I3B,2023,7/19/23,5.0,7/20/23,20230720_I3B_11279.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_I3B_11279.jpg
1972,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01972.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_01972.jpg
8108,G3,2023,7/26/23,7.5,7/27/23,20230727_G3_08108.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_08108.jpg
3078,G3,2023,7/19/23,8.5,7/20/23,20230720_G3_03078.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_G3_03078.jpg
2161,C6B,2024,7/19/24,4.0,7/18/24,20240718_C6B_02161.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_02161.jpg
4089,B7A,2024,7/30/24,5.0,7/27/24,20240727_B7A_04089.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240727_B7A_04089.jpg
4513,B7A,2024,7/30/24,1.5,7/27/24,20240727_B7A_04513.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240727_B7A_04513.jpg
2619,C6B,2024,7/30/24,1.5,8/2/24,20240802_C6B_02619.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_02619.jpg
4536,B7A,2024,7/30/24,4.0,7/27/24,20240727_B7A_04536.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240727_B7A_04536.jpg
11164,I3B,2023,7/12/23,6.5,7/13/23,20230713_I3B_11164.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_11164.jpg
4118,B7A,2024,7/30/24,3.0,7/27/24,20240727_B7A_04118.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240727_B7A_04118.jpg
439,C6B,2024,7/19/24,8.0,7/18/24,20240718_C6B_00439.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_00439.jpg
11130,I3B,2023,7/12/23,7.5,7/13/23,20230713_I3B_11130.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_11130.jpg
210,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_00210.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_00210.jpg
3273,C6B,2024,7/30/24,3.5,8/2/24,20240802_C6B_03273.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_03273.jpg
10765,I3B,2023,7/19/23,7.0,7/20/23,20230720_I3B_10765.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_I3B_10765.jpg
1370,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_01370.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_01370.jpg
154,C6B,2024,7/19/24,8.0,7/18/24,20240718_C6B_00154.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_00154.jpg
2014,C6B,2024,7/19/24,6.0,7/18/24,20240718_C6B_02014.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_02014.jpg
9672,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09672.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_09672.jpg
5033,C6B,2024,7/1/24,8.5,7/3/24,20240703_C6B_05033.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240703_C6B_05033.jpg
10335,I3B,2023,7/25/23,3.5,7/27/23,20230727_I3B_10335.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_I3B_10335.jpg
2943,C6B,2024,7/15/24,5.0,7/18/24,20240718_C6B_02943.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_02943.jpg
9819,I3B,2023,7/12/23,5.0,7/13/23,20230713_I3B_09819.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230713_I3B_09819.jpg
1763,C6B,2024,7/19/24,8.0,7/18/24,20240718_C6B_01763.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_01763.jpg
3081,C6B,2024,7/30/24,1.5,8/2/24,20240802_C6B_03081.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_03081.jpg
8110,G3,2023,7/26/23,8.0,7/27/23,20230727_G3_08110.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230727_G3_08110.jpg
11263,I3B,2023,7/19/23,5.5,7/20/23,20230720_I3B_11263.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20230720_I3B_11263.jpg
1189,C6B,2024,7/29/24,4.0,7/26/24,20240726_C6B_01189.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_01189.jpg
1652,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_01652.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_01652.jpg
3282,C6B,2024,7/15/24,8.5,7/18/24,20240718_C6B_03282.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_03282.jpg
