plot,field,year,date,score,flight_date,image_filename,signed_days_diff,_abs_path
2656,C7B,2025,7/18/25,7.5,7/18/25,20250718_C7B_02656.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_02656.jpg
4356,B7A,2024,7/15/24,8.5,7/16/24,20240716_B7A_04356.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240716_B7A_04356.jpg
5069,C6B,2024,7/27/24,6.0,7/26/24,20240726_C6B_05069.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_05069.jpg
390,C7B,2025,7/4/25,5.0,7/4/25,20250704_C7B_00390.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250704_C7B_00390.jpg
3870,B7A,2024,7/30/24,2.0,7/27/24,20240727_B7A_03870.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240727_B7A_03870.jpg
6856,C10,2025,7/8/25,7.5,7/7/25,20250707_C10_06856.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250707_C10_06856.jpg
834,C7B,2025,7/10/25,5.5,7/10/25,20250710_C7B_00834.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250710_C7B_00834.jpg
336,C6B,2024,7/29/24,6.5,7/26/24,20240726_C6B_00336.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_00336.jpg
207,C7B,2025,7/18/25,2.5,7/18/25,20250718_C7B_00207.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_00207.jpg
1287,C7B,2025,7/1/25,7.0,7/1/25,20250701_C7B_01287.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250701_C7B_01287.jpg
5471,C10,2025,7/20/25,2.5,7/21/25,20250721_C10_05471.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250721_C10_05471.jpg
1239,C6B,2024,7/19/24,8.0,7/18/24,20240718_C6B_01239.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_01239.jpg
1656,C7B,2025,7/1/25,7.5,7/1/25,20250701_C7B_01656.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250701_C7B_01656.jpg
778,C6B,2024,7/29/24,6.5,7/26/24,20240726_C6B_00778.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_00778.jpg
4337,C10,2025,7/11/25,7.5,7/11/25,20250711_C10_04337.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250711_C10_04337.jpg
4074,C10,2025,7/7/25,5.0,7/7/25,20250707_C10_04074.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250707_C10_04074.jpg
302,C7B,2025,7/10/25,4.5,7/10/25,20250710_C7B_00302.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250710_C7B_00302.jpg
3778,C6B,2024,7/30/24,3.5,8/2/24,20240802_C6B_03778.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_03778.jpg
1566,C7B,2025,7/1/25,6.0,7/1/25,20250701_C7B_01566.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250701_C7B_01566.jpg
1200,C7B,2025,7/10/25,4.0,7/10/25,20250710_C7B_01200.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250710_C7B_01200.jpg
599,C7B,2025,7/18/25,5.0,7/18/25,20250718_C7B_00599.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_00599.jpg
1218,C7B,2025,7/1/25,6.0,7/1/25,20250701_C7B_01218.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250701_C7B_01218.jpg
125,C7B,2025,7/18/25,4.0,7/18/25,20250718_C7B_00125.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_00125.jpg
4502,C10,2025,7/2/25,7.0,7/4/25,20250704_C10_04502.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250704_C10_04502.jpg
370,C7B,2025,6/30/25,6.0,7/1/25,20250701_C7B_00370.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250701_C7B_00370.jpg
994,C7B,2025,7/10/25,6.5,7/10/25,20250710_C7B_00994.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250710_C7B_00994.jpg
2672,C7B,2025,6/30/25,8.5,7/1/25,20250701_C7B_02672.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250701_C7B_02672.jpg
4039,C10,2025,6/30/25,7.5,6/28/25,20250628_C10_04039.jpg,-2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250628_C10_04039.jpg
3197,C6B,2024,7/30/24,4.0,8/2/24,20240802_C6B_03197.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_03197.jpg
370,C6B,2024,7/19/24,8.0,7/18/24,20240718_C6B_00370.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_00370.jpg
6737,C10,2025,7/18/25,7.5,7/18/25,20250718_C10_06737.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C10_06737.jpg
3190,C6B,2024,7/15/24,6.0,7/18/24,20240718_C6B_03190.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_03190.jpg
3816,C6B,2024,7/30/24,4.5,8/2/24,20240802_C6B_03816.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_03816.jpg
1033,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_01033.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_01033.jpg
1936,C6B,2024,7/19/24,7.0,7/18/24,20240718_C6B_01936.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_01936.jpg
2030,C7B,2025,7/19/25,3.0,7/18/25,20250718_C7B_02030.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_02030.jpg
1836,C7B,2025,7/19/25,6.0,7/18/25,20250718_C7B_01836.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_01836.jpg
4643,B7A,2024,7/15/24,8.0,7/16/24,20240716_B7A_04643.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240716_B7A_04643.jpg
1986,C7B,2025,7/7/25,5.5,7/7/25,20250707_C7B_01986.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250707_C7B_01986.jpg
2732,C7B,2025,7/18/25,8.0,7/18/25,20250718_C7B_02732.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_02732.jpg
5053,C6B,2024,7/1/24,9.0,7/3/24,20240703_C6B_05053.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240703_C6B_05053.jpg
3728,C6B,2024,7/15/24,6.0,7/18/24,20240718_C6B_03728.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_03728.jpg
2585,C6B,2024,7/15/24,6.0,7/18/24,20240718_C6B_02585.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_02585.jpg
583,C6B,2024,7/19/24,5.5,7/18/24,20240718_C6B_00583.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_00583.jpg
4760,C10,2025,7/2/25,7.0,7/4/25,20250704_C10_04760.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250704_C10_04760.jpg
4901,C10,2025,7/11/25,6.5,7/11/25,20250711_C10_04901.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250711_C10_04901.jpg
4064,C10,2025,7/19/25,5.5,7/18/25,20250718_C10_04064.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C10_04064.jpg
5070,C6B,2024,7/18/24,6.0,7/18/24,20240718_C6B_05070.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_05070.jpg
130,C6B,2024,7/29/24,3.0,7/26/24,20240726_C6B_00130.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_00130.jpg
523,C6B,2024,7/29/24,5.0,7/26/24,20240726_C6B_00523.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_00523.jpg
1206,C7B,2025,7/18/25,3.5,7/18/25,20250718_C7B_01206.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_01206.jpg
3056,C6B,2024,7/15/24,8.0,7/18/24,20240718_C6B_03056.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_03056.jpg
1160,C7B,2025,7/10/25,7.5,7/10/25,20250710_C7B_01160.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250710_C7B_01160.jpg
685,C7B,2025,6/30/25,7.5,7/1/25,20250701_C7B_00685.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250701_C7B_00685.jpg
4804,C10,2025,7/2/25,4.0,7/4/25,20250704_C10_04804.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250704_C10_04804.jpg
6010,C10,2025,7/2/25,7.0,7/4/25,20250704_C10_06010.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250704_C10_06010.jpg
1184,C6B,2024,7/29/24,4.0,7/26/24,20240726_C6B_01184.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_01184.jpg
1939,C7B,2025,7/10/25,7.0,7/10/25,20250710_C7B_01939.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250710_C7B_01939.jpg
754,C7B,2025,7/10/25,6.0,7/10/25,20250710_C7B_00754.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250710_C7B_00754.jpg
4294,B7A,2024,7/15/24,5.0,7/16/24,20240716_B7A_04294.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240716_B7A_04294.jpg
1684,C7B,2025,7/10/25,6.5,7/10/25,20250710_C7B_01684.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250710_C7B_01684.jpg
2800,C6B,2024,7/30/24,7.0,8/2/24,20240802_C6B_02800.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_02800.jpg
891,C6B,2024,7/29/24,5.0,7/26/24,20240726_C6B_00891.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_00891.jpg
6769,C10,2025,7/14/25,7.0,7/14/25,20250714_C10_06769.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250714_C10_06769.jpg
5833,C10,2025,7/11/25,7.5,7/11/25,20250711_C10_05833.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250711_C10_05833.jpg
1910,C6B,2024,7/19/24,6.0,7/18/24,20240718_C6B_01910.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_01910.jpg
468,C7B,2025,6/30/25,6.0,7/1/25,20250701_C7B_00468.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250701_C7B_00468.jpg
354,C7B,2025,7/4/25,6.0,7/4/25,20250704_C7B_00354.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250704_C7B_00354.jpg
169,C6B,2024,7/19/24,7.0,7/18/24,20240718_C6B_00169.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_00169.jpg
4043,B7A,2024,7/30/24,1.5,7/27/24,20240727_B7A_04043.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240727_B7A_04043.jpg
2072,C6B,2024,7/29/24,4.0,7/26/24,20240726_C6B_02072.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_02072.jpg
975,C7B,2025,7/18/25,4.0,7/18/25,20250718_C7B_00975.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_00975.jpg
285,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_00285.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_00285.jpg
1280,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_01280.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_01280.jpg
2872,C6B,2024,7/30/24,2.0,8/2/24,20240802_C6B_02872.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_02872.jpg
31,C7B,2025,7/11/25,7.0,7/10/25,20250710_C7B_00031.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250710_C7B_00031.jpg
410,C6B,2024,7/29/24,3.0,7/26/24,20240726_C6B_00410.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_00410.jpg
4135,B7A,2024,7/15/24,8.5,7/16/24,20240716_B7A_04135.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240716_B7A_04135.jpg
2020,C6B,2024,7/29/24,3.0,7/26/24,20240726_C6B_02020.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_02020.jpg
2939,C6B,2024,7/30/24,1.0,8/2/24,20240802_C6B_02939.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_02939.jpg
3637,C6B,2024,7/30/24,2.0,8/2/24,20240802_C6B_03637.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_03637.jpg
4621,B7A,2024,7/15/24,7.0,7/16/24,20240716_B7A_04621.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240716_B7A_04621.jpg
1916,C6B,2024,7/29/24,3.0,7/26/24,20240726_C6B_01916.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_01916.jpg
1190,C6B,2024,7/19/24,7.5,7/18/24,20240718_C6B_01190.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_01190.jpg
2871,C6B,2024,7/30/24,1.5,8/2/24,20240802_C6B_02871.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_02871.jpg
1937,C6B,2024,7/19/24,6.0,7/18/24,20240718_C6B_01937.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_01937.jpg
4292,B7A,2024,7/15/24,6.0,7/16/24,20240716_B7A_04292.jpg,1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240716_B7A_04292.jpg
1258,C6B,2024,7/29/24,4.0,7/26/24,20240726_C6B_01258.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_01258.jpg
4746,C10,2025,7/2/25,7.0,7/4/25,20250704_C10_04746.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250704_C10_04746.jpg
6015,C10,2025,7/8/25,7.5,7/7/25,20250707_C10_06015.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250707_C10_06015.jpg
3944,B7A,2024,7/30/24,1.5,7/27/24,20240727_B7A_03944.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240727_B7A_03944.jpg
2509,C6B,2024,7/18/24,6.5,7/18/24,20240718_C6B_02509.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_02509.jpg
508,C6B,2024,7/19/24,8.5,7/18/24,20240718_C6B_00508.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_00508.jpg
22,C7B,2025,7/18/25,5.5,7/18/25,20250718_C7B_00022.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_00022.jpg
927,C6B,2024,7/29/24,4.0,7/26/24,20240726_C6B_00927.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_00927.jpg
6744,C10,2025,7/14/25,6.5,7/14/25,20250714_C10_06744.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250714_C10_06744.jpg
3681,C6B,2024,7/15/24,8.5,7/18/24,20240718_C6B_03681.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_03681.jpg
406,C7B,2025,7/4/25,6.0,7/4/25,20250704_C7B_00406.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250704_C7B_00406.jpg
1065,C7B,2025,7/10/25,4.0,7/10/25,20250710_C7B_01065.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250710_C7B_01065.jpg
5059,C6B,2024,7/27/24,3.0,7/26/24,20240726_C6B_05059.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_05059.jpg
3054,C6B,2024,7/15/24,7.0,7/18/24,20240718_C6B_03054.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240718_C6B_03054.jpg
1779,C6B,2024,7/29/24,2.0,7/26/24,20240726_C6B_01779.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_01779.jpg
242,C7B,2025,7/18/25,4.0,7/18/25,20250718_C7B_00242.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_00242.jpg
1108,C6B,2024,7/29/24,4.0,7/26/24,20240726_C6B_01108.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_01108.jpg
1141,C6B,2024,7/29/24,2.0,7/26/24,20240726_C6B_01141.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_01141.jpg
3723,C6B,2024,7/30/24,3.5,8/2/24,20240802_C6B_03723.jpg,3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240802_C6B_03723.jpg
952,C7B,2025,7/18/25,2.0,7/18/25,20250718_C7B_00952.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250718_C7B_00952.jpg
6844,C10,2025,7/8/25,8.0,7/7/25,20250707_C10_06844.jpg,-1,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250707_C10_06844.jpg
1137,C6B,2024,7/29/24,5.0,7/26/24,20240726_C6B_01137.jpg,-3,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20240726_C6B_01137.jpg
5857,C10,2025,7/11/25,6.5,7/11/25,20250711_C10_05857.jpg,0,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250711_C10_05857.jpg
5944,C10,2025,7/2/25,7.5,7/4/25,20250704_C10_05944.jpg,2,/mnt/research-projects/j/jlgage/RawUAVData01/uavforslb/final_image/final_sliced/20250704_C10_05944.jpg
